date,condition,quantity,price,card_name
8/15/24,NM Holofoil,1,$60.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/15/24,LP Holofoil,1,$53.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/15/24,NM Holofoil,1,$60.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/15/24,NM Holofoil,1,$53.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/15/24,NM Holofoil,4,$53.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/15/24,NM Holofoil,2,$53.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/15/24,NM Holofoil,1,$60.45,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/14/24,NM Holofoil,1,$60.45,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/14/24,NM Holofoil,1,$60.45,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/14/24,NM Holofoil,2,$53.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/14/24,NM Holofoil,1,$54.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/13/24,NM Holofoil,1,$60.45,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/13/24,NM Holofoil,1,$60.44,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/13/24,NM Holofoil,1,$54.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/13/24,NM Holofoil,1,$54.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/13/24,NM Holofoil,1,$54.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/13/24,LP Holofoil,1,$53.52,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/12/24,NM Holofoil,1,$60.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/12/24,NM Holofoil,1,$50.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/12/24,NM Holofoil,1,$54.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/12/24,LP Holofoil,1,$53.52,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/11/24,LP Holofoil,1,$41.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/11/24,NM Holofoil,1,$54.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/10/24,NM Holofoil,1,$57.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/10/24,NM Holofoil,1,$55.47,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/10/24,NM Holofoil,1,$56.01,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/10/24,MP Holofoil,1,$44.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/10/24,LP Holofoil,1,$56.25,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/10/24,NM Holofoil,1,$54.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/9/24,NM Holofoil,1,$59.35,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/9/24,NM Holofoil,3,$54.71,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/9/24,NM Holofoil,1,$58.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/9/24,NM Holofoil,1,$56.32,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/9/24,NM Holofoil,1,$50.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/9/24,NM Holofoil,6,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$63.82,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$54.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$55.79,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$52.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$50.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$54.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/8/24,NM Holofoil,1,$51.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,NM Holofoil,1,$50.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,NM Holofoil,1,$52.75,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,NM Holofoil,4,$58.95,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,NM Holofoil,1,$58.98,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,NM Holofoil,1,$58.95,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/7/24,MP Holofoil,1,$53.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/5/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/5/24,NM Holofoil,2,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/4/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/4/24,LP Holofoil,1,$44.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/4/24,LP Holofoil,1,$44.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/3/24,NM Holofoil,1,$50.60,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/3/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/3/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,1,$58.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,2,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,1,$55.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,1,$54.50,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/2/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$53.74,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,2,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$56.45,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$56.33,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$54.74,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$54.74,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$53.75,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
8/1/24,NM Holofoil,1,$54.73,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/31/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/31/24,NM Holofoil,1,$58.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/30/24,NM Holofoil,1,$59.34,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/30/24,MP Holofoil,1,$49.74,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/30/24,NM Holofoil,1,$59.35,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/29/24,NM Holofoil,1,$56.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/29/24,NM Holofoil,1,$53.55,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/29/24,NM Holofoil,1,$59.35,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/29/24,NM Holofoil,1,$59.39,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/29/24,NM Holofoil,1,$56.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/29/24,NM Holofoil,1,$56.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,1,$52.56,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,MP Holofoil,1,$41.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,1,$56.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,3,$56.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,1,$56.50,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,1,$59.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,2,$66.72,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,NM Holofoil,2,$56.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,LP Holofoil,1,$56.42,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/28/24,MP Holofoil,1,$56.14,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/27/24,NM Holofoil,1,$56.50,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/27/24,NM Holofoil,1,$50.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/26/24,NM Holofoil,1,$53.25,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/26/24,NM Holofoil,1,$54.24,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/26/24,NM Holofoil,1,$53.26,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$51.94,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$51.94,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$51.94,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$51.94,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$59.36,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$59.38,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$47.70,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$42.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,4,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/25/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$59.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,2,$59.49,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,4,$46.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$48.68,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/24/24,NM Holofoil,1,$60.00,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/23/24,NM Holofoil,1,$47.70,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/23/24,NM Holofoil,1,$59.59,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/22/24,NM Holofoil,5,$59.59,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/22/24,LP Holofoil,1,$39.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/22/24,LP Holofoil,1,$39.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/22/24,LP Holofoil,1,$39.99,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
7/22/24,NM Holofoil,1,$59.59,Roaring Moon ex - 251/182 - SV04: Paradox Rift (PAR)
